7155	5418	14804
7153	8537	15974
7152	8439	15887
7151	8356	15765
7150	8278	15697
7149	8096	15555
7147	5145	10751
7145	4921	10469
7144	4858	10406
7143	4785	10343
7142	4736	10299
7140	4590	10231
7139	8028	17077
7138	8174	16883
7137	7504	15396
7136	7932	15752
7135	6100	15698
7134	6281	15752
7133	4941	10946
7132	4785	10773
7131	4692	10676
7130	4595	10578
7129	4458	10500
7127	3875	14083
7126	3890	14195
7125	3924	14307
7124	3919	14375
7123	3871	14482
7122	3812	14609
7121	3827	14696
7120	3924	14852
7119	4051	15057
7118	4104	15140
7117	4233	15378
7116	4286	15523
7114	4686	15713
7113	4959	15729
7112	5241	15822
7111	5417	15890
7110	5657	16009
7109	5896	16067
7108	7013	16033
7107	7073	15982
7105	4975	10547
7101	5386	15156
7100	5366	15171
7099	5337	15156
7098	5327	15127
7097	5371	15112
7096	5405	15132
7095	5889	15273
7094	6313	15409
7093	6649	15507
7092	6684	15551
7091	6684	15594
7089	4814	10140
7088	4631	10062
7087	6732	15390
7085	6760	15448
7084	6721	15439
7083	6779	15161
7082	6887	15068
7081	6921	15020
7080	7013	14781
7079	8327	15253
7078	8282	15326
7077	8121	15526
7076	7872	15825
7075	7663	16134
7074	7478	16318
7073	5008	10829
7072	4887	10678
7071	4843	10653
7070	3888	14015
7069	3912	13825
7068	3951	13805
7067	4068	13820
7066	4232	13922
7065	4427	13878
7064	4651	13883
7063	4788	13829
7062	5010	13722
7061	5293	13625
7060	5419	13559
7059	4201	12410
7058	5210	13105
7057	5268	13173
7056	5332	13261
7055	5756	14288
7054	6049	14978
7053	6155	15151
7052	6321	15341
7051	6584	15570
7050	7323	16192
7049	7589	16407
7048	8124	16842
7045	15223	25950
7043	17877	22027
7042	20027	23722
7041	20270	23051
7040	18939	23492
7039	19124	23350
7037	17219	26762
7036	17188	23712
7035	16939	23940
7033	16798	22686
7032	16672	22584
7031	17275	22171
7030	17202	22077
7029	17090	21913
7028	16993	22010
7025	18195	26322
7024	18263	26341
7023	18388	26609
7022	18771	26634
7021	19226	26668
7020	19932	26721
7019	17162	23480
7018	16506	22769
7017	16618	22891
7016	16995	22467
7015	16309	24223
7014	15748	23617
7012	17643	28751
7011	17789	28703
7010	18042	28612
7009	18393	28446
7008	18628	28297
7007	19302	27990
7004	18373	21756
7001	17912	23975
7000	17862	23971
6999	17842	23956
6998	17872	23927
6997	18213	24337
6996	18066	25599
6995	18062	25651
6994	18047	25666
6993	18023	25642
6992	18276	25383
6991	18939	25666
6988	16062	24438
6987	16879	23730
6986	17572	23118
6984	18044	22217
6983	18430	22634
6982	19207	23436
6981	19484	23539
6980	18167	28501
6979	17972	28594
6978	17889	28379
6977	17464	28565
6975	17673	26569
6974	17381	26074
6973	17152	26005
6972	17269	25176
6970	18462	24117
6969	19841	25698
6968	19992	25204
6967	18231	22418
6966	17968	22616
6964	18716	23628
6963	18336	23977
6962	19439	22792
6961	19632	22850
6960	19642	22904
6959	19785	22923
6958	19843	22913
6957	20421	23099
6956	20470	23147
6955	20514	23172
6954	20957	23303
6953	21016	23138
6952	17311	21759
6951	17423	21876
6950	17233	22071
6948	17019	22022
6947	16931	21983
6946	16819	21842
6945	15515	23878
6944	16892	22350
6943	16465	24555
6942	16699	24370
6941	16777	24224
6940	16904	24010
6939	17050	24068
6938	17137	24136
6937	17235	24253
6936	17479	24565
6933	16814	23103
6932	17168	22665
6931	20184	26091
6929	19213	24984
6928	18567	24234
6927	18031	23636
6926	17592	23139
6925	17368	22896
6924	16910	22369
6922	20002	27936
6921	19876	25737
6920	16891	25845
6919	16832	25684
6918	16842	25583
6917	16934	25065
6916	16964	25020
6915	17500	24547
6914	17719	24776
6913	18213	25315
6912	18906	24628
6910	20422	25522
6909	20185	25123
6908	20131	24972
6907	20131	24886
6906	20217	24735
6905	20692	23947
6904	19764	23634
6903	18706	26124
6902	18692	25914
6901	18726	25861
6900	17237	23201
6898	16956	22928
6897	17100	23035
6896	17304	22821
6894	17149	20520
6893	17667	21048
6892	16562	22165
6888	13437	19159
6887	13410	19057
6883	12662	20249
6881	12613	20377
6879	12603	20838
6878	12603	21020
6877	12578	21152
6876	12549	21230
6875	12407	21558
6873	12327	21748
6872	15806	23086
6871	15915	23139
6870	15898	22964
6869	16030	23016
6868	15416	23315
6867	15303	23276
6866	15450	23188
6865	15321	23144
6864	15708	23295
6863	15776	23354
6862	15591	23422
6861	15674	23480
6860	15346	22933
6859	15366	22883
6858	15492	22967
6857	15512	22915
6856	15478	22808
6855	15551	22842
6854	15560	22882
6853	15380	22759
6852	15289	22720
6851	15599	22540
6850	15493	22496
6849	15404	22413
6848	15510	22457
6847	15175	22331
6846	15278	22374
6845	15609	22228
6843	15234	22179
6841	15284	22873
6840	15096	22775
6839	15137	22196
6837	15828	22689
6836	15755	22665
6833	16389	22340
6832	16267	22467
6831	15818	22257
6828	15666	20081
6827	14209	21571
6826	14131	21736
6825	14063	21732
6824	13946	21703
6823	14034	21527
6822	13011	21750
6820	12997	21238
6818	12872	21174
6817	12819	21153
6816	12848	21062
6815	12673	21048
6814	14016	19222
6813	14001	19261
6812	14079	19411
6811	15330	18095
6808	13350	18693
6807	13314	18698
6804	13314	18737
6803	13329	18727
6800	14640	21330
6799	13456	20785
6798	15061	22555
6796	15356	22564
6795	15658	22701
6794	15833	22857
6792	16262	23042
6790	14425	21561
6789	14173	21424
6788	13855	21293
6787	13543	21152
6786	13058	20962
6783	13049	19349
6782	13064	19195
6781	13088	19083
6779	15372	19670
6778	15528	19430
6777	13853	19105
6776	13717	18783
6775	16644	17792
6774	16605	17860
6773	16507	17914
6772	16463	18001
6771	16439	18060
6770	16483	18502
6769	13240	19989
6768	13395	19543
6767	14336	21312
6766	14316	21356
6765	14346	21376
6764	14365	21327
6763	13946	21113
6762	13722	21001
6761	13508	20888
6760	13171	20723
6757	12401	19075
6756	15691	20976
6755	15785	20888
6754	15897	20718
6751	15736	20163
6750	15862	19942
6747	15349	18864
6746	15301	18562
6744	13417	20016
6741	13207	20002
6740	13168	20046
6739	13046	20245
6738	13002	20265
6737	15361	22115
6735	15765	21537
6733	12533	19755
6732	12606	19633
6731	13051	18769
6730	13134	18604
6729	15672	20135
6728	15531	20372
6727	15458	20432
6726	15303	20544
6725	15672	20510
6724	15538	20359
6723	12349	20434
6722	12364	20238
6721	15380	22077
6720	15083	21936
6719	14958	21946
6717	15931	23110
6716	16096	22945
6715	15184	19253
6712	15218	19256
6711	15203	19247
6710	14989	19310
6706	13689	19174
6705	13631	19222
6704	13545	19256
6702	13408	19359
6701	13355	19412
6700	13131	19562
6699	13067	19645
6697	12780	20082
6696	14196	21240
6695	14230	21141
6692	16366	19255
6691	16283	19396
6690	16195	19508
6689	16088	19623
6687	12775	21687
6686	12907	21468
6685	12985	21312
6684	13019	21100
6680	14880	19399
6676	14203	18956
6675	11757	19709
6671	12273	19796
6669	12249	19786
6668	12229	19810
6666	11794	19947
6665	11394	20029
6664	14454	20335
6662	14630	20132
6661	14644	20059
6660	14644	19995
6659	14610	19479
6658	14562	19411
6657	14508	19352
6656	14445	19289
6655	14924	19427
6654	15119	19549
6653	15250	19602
6652	16027	20033
6651	16343	20288
6648	12818	21616
6647	13046	21772
6644	15327	23100
6643	15297	23324
6642	15258	23385
6641	16252	20918
6640	16325	20825
6639	15989	20547
6633	11653	20442
6632	11672	20242
6631	11648	20118
6630	14001	18477
6628	13412	18560
6627	13402	18579
6626	13227	18487
6625	13178	18535
6624	14599	20193
6623	14453	20077
6622	14060	21377
6621	14147	21215
6620	17930	20486
6619	17541	20919
6618	17522	20900
6617	17218	21280
6616	14629	19779
6615	14376	19843
6614	14342	19833
6613	14045	19438
6612	13008	21174
6611	13179	21252
6610	13321	21350
6609	14396	21545
6608	14318	21691
6607	14255	21725
6606	14094	21733
6605	13996	21715
6604	13734	21632
6603	17301	21374
6602	16614	22041
6600	14869	20483
6599	15021	20234
6598	12739	20869
6597	12778	20553
6593	13290	18856
6591	13241	18749
6590	13097	18678
6588	14437	19682
6587	14373	19692
6586	14149	19356
6584	12736	21320
6583	12790	21165
6582	12829	21156
6581	12853	21033
6580	12833	20936
6579	12833	20869
6576	11726	19692
6575	11547	19546
6574	12841	21579
6573	12645	21510
6572	12474	21403
6571	12929	20567
6570	12603	20538
6569	11661	20361
6568	11384	20341
6567	11240	20263
6565	15046	20664
6564	15026	20796
6563	14826	21040
6562	14826	21162
6561	15382	21382
6559	14758	21135
6558	14709	20593
6556	12201	19289
6555	11914	19386
6554	11841	19530
6553	12982	20356
6551	15716	23652
6550	15096	23292
6549	15970	22902
6548	16009	22788
6547	16067	22740
6546	16155	22769
6545	16204	22827
6544	16155	22964
6543	13308	20551
6542	13473	20359
6541	13104	18432
6540	12894	18873
6539	12713	19239
6538	12601	19429
6537	12484	19594
6536	12393	19662
6535	14688	20530
6534	14065	20013
6533	13782	19641
6532	11341	20427
6530	15424	20971
6529	15288	20835
6528	15236	20811
6527	14776	21624
6526	14810	21238
6525	14844	21170
6524	16562	18505
6523	16275	18495
6522	15838	18490
6520	15052	18597
6519	14984	18622
6518	14599	18787
6516	14940	19583
6515	14886	19593
6514	14847	19622
6513	14779	19717
6512	13454	19256
6511	13371	19242
6510	13051	19330
6509	13025	19364
6508	12825	19490
6507	12791	19529
6506	12757	19573
6505	12723	19656
6504	12674	19768
6503	12492	19861
6501	16476	21868
6500	16408	21795
6499	16238	21595
6498	15710	20997
6497	15231	20463
6496	14977	20185
6495	14860	20073
6494	14792	20003
6493	14753	19940
6492	14685	19745
6490	14651	19443
6489	14675	19351
6486	12356	19929
6485	12419	19846
6484	12466	19807
6482	15533	19999
6481	15416	19882
6480	15255	19760
6479	15343	19653
6478	17245	19641
6477	16889	20114
6476	16631	20002
6475	16572	19943
6474	16282	19734
6473	15828	19476
6472	15609	19801
6471	15726	22762
6470	15505	22935
6469	15327	22866
6467	14281	20191
6465	14027	20325
6464	13940	20262
6463	13774	20077
6461	11786	19726
6460	11917	19750
6459	11988	19716
6458	12208	20470
6457	12340	20504
6456	12603	20494
6455	13235	21493
6454	12970	21342
6453	14972	19143
6452	15060	19196
6451	15065	19288
6450	14888	18909
6449	14628	19006
6448	12047	19888
6447	11940	19576
6445	14586	20445
6444	14527	20564
6443	14498	20720
6442	14342	20966
6441	12083	20057
6440	11484	20140
6438	15223	21593
6437	14951	21471
6436	15857	22173
6435	15492	22007
6434	15434	21968
6433	15707	22496
6432	15867	22150
6431	15994	22033
6430	16023	21999
6429	16194	21723
6428	13849	18474
6427	13844	18704
6426	13727	18777
6425	13571	18860
6424	13371	18953
6423	15390	21126
6422	15629	20906
6420	12388	21150
6419	12369	21160
6418	12228	21106
6417	12169	21077
6416	12159	21048
6415	12169	20994
6414	12189	20965
6413	12203	20950
6411	12368	20984
6410	13598	19932
6409	13842	19956
6408	13881	19995
6407	13944	20073
6405	14032	20132
6404	14198	20273
6403	11172	20341
6402	11318	20172
6401	11386	20099
6399	11362	19739
6398	11377	19714
6397	11508	19588
6395	11635	19437
6394	11645	19369
6393	11684	19271
6392	11718	19242
6391	11864	19120
6390	12063	19018
6386	15778	19218
6385	15763	19208
6384	15763	19164
6383	15661	18950
6381	13015	20306
6380	12985	20344
6379	12853	20870
6378	15443	22604
6377	15570	22311
6376	15346	22223
6375	15229	22486
6374	15249	22561
6373	15112	21697
6372	14935	21619
6371	14737	19365
6370	14883	18997
6369	14883	18948
6366	14737	18728
6365	16588	20575
6364	16467	20702
6362	16457	20785
6361	16710	21071
6360	14316	19227
6359	13698	19705
6358	13634	19792
6356	13595	19997
6355	13581	20085
6354	13566	20167
6353	13733	19679
6352	13251	19482
6351	12054	19531
6350	11995	19359
6349	12775	18725
6348	12561	19161
6345	15645	18513
6344	15640	18040
6343	16025	17967
6342	15340	20586
6341	15260	20684
6340	15182	21103
6339	15109	21274
6338	12319	20057
6337	12416	20077
6335	13675	21936
6334	13680	21887
6333	13699	21726
6332	13811	21424
6330	16457	20724
6329	16067	20403
6328	15390	20189
6327	14669	19633
6326	12458	19813
6325	12517	19916
6324	12944	20185
6323	12998	20247
6321	13051	20374
6320	13090	20403
6319	13188	20476
6317	13266	20534
6316	14003	20825
6315	14614	21078
6314	15187	21304
6313	15926	21601
6312	16228	21738
6311	16413	21855
6310	16525	21947
6309	16622	22034
6308	12902	19604
6307	12833	19784
6306	12926	19852
6305	15837	23279
6304	15593	23581
6303	14396	19633
6302	14425	19575
6301	14440	19536
6300	14430	19502
6299	14240	19285
6298	11719	19737
6297	11456	19883
6296	11377	19883
6294	14604	21671
6293	14653	21194
6292	14691	21108
6291	11877	20379
6290	11760	19765
6289	13067	20927
6288	12950	20874
6286	12603	20869
6285	13262	21546
6284	13214	21605
6283	13082	21595
6282	12893	21493
6281	16543	21236
6280	16878	20900
6278	12371	21017
6277	12366	20949
6276	12375	20871
6274	12739	18535
6273	12715	18633
6272	12666	18687
6271	12608	18730
6270	12525	18867
6269	12442	19008
6268	12384	19105
6267	12311	19149
6266	12167	19222
6265	15057	23925
6264	15028	23592
6263	15052	23431
6262	15091	23303
6261	15120	23235
6260	15130	23113
6259	15130	23016
6258	15081	22665
6257	14989	22150
6256	14945	21851
6255	14935	21739
6254	14935	21579
6252	14984	21325
6251	15013	21236
6249	13361	18929
6248	13312	18813
6247	13241	18684
6246	13143	18577
6245	13080	18532
6244	13000	18506
6243	12871	18492
6241	14108	19804
6240	13909	19542
6239	13689	19497
6238	13631	19409
6237	13490	19502
6236	13465	19572
6235	13304	19994
6234	13018	18630
6233	12795	18519
6232	12632	20318
6231	12274	20212
6230	12869	19463
6229	13116	19535
6227	17401	13246
6226	17355	13391
6225	17084	13632
6224	17054	13692
6222	16457	9408
6221	16431	13511
6220	16340	13475
6219	16330	13329
6218	15150	13828
6217	15049	13906
6216	16270	13918
6213	16756	12872
6211	16420	11403
6210	16164	11489
6209	16046	11507
6208	15921	11556
6207	15921	11604
6206	15894	11721
6205	15894	11818
6204	15803	11915
6202	15644	12105
6200	15402	12206
6198	14972	12528
6197	18984	9262
6196	19053	9218
6195	19044	9112
6194	18966	9107
6191	19345	11477
6190	17708	13485
6189	17645	13442
6188	17655	13403
6187	17669	13340
6186	17665	13244
6185	17665	13173
6184	15589	12797
6182	15555	12705
6181	15431	12768
6180	15332	12763
6179	15318	12749
6176	16429	12921
6174	16410	12805
6173	16415	12674
6172	16473	12389
6170	16250	12244
6168	16226	12695
6167	16240	12792
6166	16308	12961
6165	16327	13044
6164	16381	13140
6163	16439	13189
6162	16552	13242
6161	16929	13253
6160	17016	12803
6159	17011	12716
6158	16982	12595
6155	20068	12700
6154	19927	12763
6153	19802	12802
6151	19244	12879
6150	18997	12966
6147	14949	13878
6146	14971	13852
6145	15198	13658
6144	15406	13523
6143	15532	13416
6142	15634	13315
6141	15706	13223
6139	15987	13392
6138	15769	13537
6137	15639	13648
6136	15481	13769
6135	15499	13789
6134	15315	13871
6133	15227	13900
6132	15077	13761
6131	14860	13582
6130	14806	13592
6129	14753	13563
6128	14642	13456
6126	14453	13292
6125	14313	13234
6124	14245	13165
6123	16406	11099
6121	16166	10950
6120	16098	10834
6119	16045	10742
6118	15977	10655
6117	15900	10563
6116	15810	10529
6114	15911	11318
6112	15608	11318
6111	15361	11342
6110	15202	11410
6109	14984	11507
6108	14660	11633
6107	14808	13358
6106	14648	13190
6101	15279	11537
6100	15139	11547
6099	15066	11571
6098	14892	11629
6097	14698	11712
6095	17229	12092
6094	16873	12121
6092	16226	12077
6091	15902	12136
6090	15681	12121
6089	15504	12048
6088	15357	11989
6086	14900	12048
6085	14827	12018
6083	14709	11708
6082	14635	11636
6080	16609	12379
6079	16271	12403
6078	14816	13034
6077	14505	13319
6075	16613	12855
6074	16652	12874
6073	16627	12903
6072	16594	12869
6070	15352	12605
6069	15589	12450
6068	15492	12165
6067	19526	11007
6066	19403	11157
6065	19185	11534
6064	19219	11686
6063	15934	11551
6062	15808	11526
6060	17977	11350
6058	18011	11384
6057	18016	11350
6056	17924	11350
6055	17794	11404
6053	17521	11745
6052	17521	11826
6051	17463	11952
6050	17390	12136
6049	17453	12470
6048	17453	12516
6047	17487	12623
6046	17535	12744
6045	17594	12797
6043	17724	12923
6041	18718	12163
6040	18563	12342
6039	18563	12410
6038	18539	12521
6037	18497	12587
6036	18419	12674
6035	18347	12655
6034	18206	12578
6033	17877	12674
6032	17785	12728
6031	17674	12834
6030	15152	13697
6029	14992	13485
6028	15114	13360
6027	15494	13448
6026	15392	13361
6023	15277	11710
6022	14774	11913
6021	18169	8820
6020	17773	9025
6018	17739	9515
6017	17671	9810
6016	17565	10004
6015	17553	10052
6013	17074	10325
6010	16697	10567
6008	21257	14001
6007	21219	13981
6006	21181	13962
6005	21142	13924
6004	21103	13884
6003	20958	13647
6002	20735	13294
6001	20595	13103
6000	20465	12948
5998	15000	13236
5997	14924	13318
5996	14789	13163
5995	14863	13086
5994	15211	13886
5993	15110	13961
5991	15213	13023
5990	15373	12911
5989	19065	9922
5988	19031	9892
5987	19002	9423
5986	18932	9428
5984	17766	9360
5983	19839	11744
5982	19897	11915
5981	19931	11963
5980	19994	12089
5978	20076	12345
5976	20110	12457
5975	20187	12611
5974	16406	13356
5973	16469	13204
5972	14795	12302
5971	14997	12189
5970	19058	14031
5969	19010	13963
5968	18879	13881
5967	18695	13634
5966	18690	13547
5965	18661	13432
5964	18642	13127
5963	18627	13050
5962	18531	12973
5960	15171	12129
5959	15169	12168
5958	15169	12158
5957	15121	12013
5956	15703	12062
5955	15573	11844
5954	15345	11868
5953	15796	11924
5951	15760	11774
5949	15731	11658
5948	15692	11591
5947	15469	11586
5946	16389	10404
5945	16193	10413
5944	16066	10313
5943	15939	10241
5939	18774	12528
5938	18329	12710
5937	18310	12753
5936	18363	12850
5935	18431	12913
5934	17947	13155
5931	15313	13583
5929	18140	9401
5928	18203	9726
5927	18271	10017
5926	18348	10271
5925	18435	10412
5924	18489	10533
5923	18498	10605
5922	18518	10631
5920	18411	10663
5919	18247	10659
5918	17918	10794
5915	17603	11112
5914	17579	11210
5913	17579	11229
5912	17685	11466
5911	15532	13987
5910	15500	13968
5909	15476	14016
5908	15510	14031
5907	15583	13881
5904	16510	11920
5903	16350	11674
5902	16190	11481
5901	16152	11491
5900	16084	11279
5899	16089	11240
5898	16021	11008
5897	15915	10887
5896	15895	10846
5895	15876	10783
5894	15823	10594
5893	15794	10449
5892	15731	10313
5891	15668	10202
5890	15610	10086
5888	17147	10999
5887	16900	10942
5886	16494	11058
5885	16298	13600
5884	16240	13719
5883	16202	13768
5882	16134	13806
5881	15844	13952
5879	15708	14019
5878	15795	13942
5877	15756	13840
5876	16003	13724
5875	16095	13661
5874	16197	13569
5873	16284	13594
5872	16376	13632
5870	19742	11654
5869	19727	11591
5868	19679	11481
5867	19616	11321
5866	19534	11041
5865	19510	10937
5864	19490	10788
5863	19463	10750
5861	19100	10436
5860	19071	10431
5859	19018	10441
5858	18495	10639
5857	15740	11786
5856	15639	11834
5855	15595	11737
5854	15711	11674
5852	15485	13047
5851	15485	12916
5850	15466	12839
5849	15365	12631
5848	15297	12490
5847	15205	12345
5846	23056	12112
5845	22279	11913
5844	21269	11662
5843	21119	11652
5842	20708	11637
5841	20531	11652
5840	20405	11671
5839	20042	11763
5838	19952	11778
5836	19744	11705
5835	19502	11676
5834	19348	11666
5833	18982	11720
5832	18616	11773
5831	18510	11773
5830	18442	11763
5829	17905	11608
5828	17816	11599
5827	17729	11613
5826	17647	11647
5825	17579	11691
5824	17521	11758
5823	17342	11908
5822	17206	12131
5821	17023	12436
5820	16989	12461
5819	16911	12461
5818	16873	12481
5817	16858	12515
5816	16858	12703
5813	20356	7566
5812	19991	7675
5811	18249	8155
5810	18167	8128
5809	18059	7983
5808	17992	7925
5807	17920	7916
5806	17684	8052
5805	17340	8260
5804	16661	9429
5803	16523	9519
5802	16170	11203
5801	16276	11018
5800	16463	10771
5799	16824	10476
5798	16863	10554
5795	17584	11395
5794	17715	11487
5793	17768	11607
5792	16892	10441
5791	16790	10151
5790	16790	10088
5789	16679	9784
5788	16374	9267
5787	16142	9344
5785	16200	9594
5784	16345	10213
5782	16456	10854
5781	16466	10946
5780	16553	11294
5779	16562	11387
5778	16587	11579
5777	16587	11660
5776	16558	11752
5775	16488	11887
5774	16510	11941
5773	16548	12107
5772	16655	12590
5771	16749	12886
5770	15121	12878
5769	15210	12815
5768	15016	12494
5767	17429	10199
5766	17477	10257
5765	17516	10286
5764	17608	10320
5763	17637	10363
5762	17744	10900
5761	16565	13211
5760	17248	13289
5759	17790	13139
5758	15348	13347
5757	15252	13250
5756	15348	13129
5755	19645	12515
5754	19776	12471
5752	19989	12220
5751	17660	10992
5750	17258	11084
5749	19952	13377
5748	19850	13353
5747	19715	13237
5746	19598	13092
5745	19497	12836
5744	21034	10773
5743	20821	9639
5742	20802	9610
5741	20753	9581
5740	20695	9572
5739	20647	9581
5738	20473	9697
5736	20444	9688
5735	20424	9639
5734	20405	9591
5733	20202	9339
5732	20018	9330
5730	19108	10036
5729	19205	10520
5728	20077	12394
5727	19894	12350
5726	22089	9865
5725	21905	10107
5724	21779	10213
5723	21711	10262
5722	21518	10455
5721	21382	10562
5720	21063	10755
5719	20705	10965
5718	20695	11013
5717	20705	11052
5716	20869	11284
5715	20124	11478
5714	20095	11478
5713	20066	11468
5712	19902	11381
5711	19206	11497
5709	14972	12649
5708	15062	12784
5707	15247	13078
5706	15454	13181
5705	15645	13226
5704	15984	13211
5703	16116	13049
5702	16322	13019
5701	13119	9589
5700	13047	9599
5699	13061	9560
5698	13305	9681
5697	10308	9147
5696	10347	8799
5695	12071	6830
5694	12259	6767
5692	11605	5095
5691	11623	4850
5690	11598	4692
5689	11391	4817
5686	11381	4784
5685	11419	4916
5684	11231	4861
5683	11255	4992
5682	11652	4663
5681	11608	4663
5680	11589	4498
5677	10278	5309
5676	10278	5352
5674	10278	5386
5673	10278	5144
5671	12697	8818
5670	12658	8823
5669	12542	8755
5668	12421	8808
5667	12363	8856
5666	12204	9006
5665	12175	8987
5664	12141	8929
5663	11889	9372
5662	11850	6765
5661	11937	7089
5660	12303	7070
5659	11073	8734
5658	11015	9105
5657	10801	5997
5656	10621	5896
5655	10631	5489
5654	10885	5480
5650	11392	9160
5649	11931	9389
5648	12420	9592
5647	12661	9703
5645	12010	5671
5644	11691	5865
5643	11637	5945
5642	12063	6226
5641	11367	5763
5640	10378	8589
5639	10394	8637
5636	10515	8400
5635	10244	8436
5634	10196	8453
5633	10176	8439
5632	10196	8410
5631	10394	8516
5629	12239	4705
5628	12215	4730
5627	11455	4884
5626	11378	4952
5625	11073	5049
5624	10981	5025
5622	11496	5694
5620	11336	5405
5618	11063	5444
5617	10705	8600
5616	10860	8387
5614	11231	9137
5613	11281	8884
5612	11828	8337
5611	11944	8149
5610	13113	6745
5609	13062	6741
5608	13012	6741
5607	12957	6745
5606	12917	6754
5605	12747	6792
5603	10954	6921
5602	10860	6834
5600	12647	5881
5599	12749	5446
5598	12667	4889
5597	12647	4411
5596	10346	4875
5595	10525	4686
5593	12684	8820
5592	12713	8831
5591	12757	8995
5590	12757	9111
5588	10740	4473
5587	10720	4425
5586	10736	4386
5585	10725	4415
5584	10784	4589
5583	10828	4765
5581	10445	7129
5579	11383	5463
5578	11494	5376
5577	11557	5318
5576	11586	5251
5575	11591	5188
5574	11291	5173
5573	11199	5313
5572	10741	7534
5571	10862	7539
5570	10891	7563
5569	10915	7626
5567	10887	5363
5566	10883	5673
5565	10868	5746
